"","age","college","male_num","AI_trust_num","Task_diff_num","Dmn_know_a_num","Dmn_know_p_num","atn_ch1_num","atn_ch2_num","atn_ch3_num","atn_ch_sum","atn_ch","Participant","Image","accuracy","confidence","time_taken","AI_use","AI","Bar","Group","animal"
"144",42,1,0,NA,3,0.6,0.2,1,1,1,3,1,"R_9TvQFQN6JowGJbz","Cherry",1,0,10.839,NA,0,0,"No_AI",0
"145",20,0,0,2,4,0.2,0.2,1,1,1,3,1,"R_2fjJvTfW1wxZm0c","Cherry",0,0.6,11.279,NA,0,0,"No_AI",0
"146",19,0,0,4,2,0.6,0.6,1,1,1,3,1,"R_3KMw41QeLaG8F5G","Cherry",0,1,6.195,NA,0,0,"No_AI",0
"147",28,0,0,4,4,0.4,0,1,1,1,3,1,"R_26a7Z2nt3ik3UYi","Cherry",0,1,5.937,NA,0,0,"No_AI",0
"148",22,0,0,4,2,0.4,0.6,1,1,1,3,1,"R_3IbpMYJLNBPTLlE","Cherry",1,0.2,17.276,NA,0,0,"No_AI",0
"149",29,1,0,4,2,0.2,0,1,1,1,3,1,"R_3hEMc65WpXlRZpg","Cherry",1,0.8,10.241,NA,0,0,"No_AI",0
"150",46,1,1,4,4,0.4,0,1,0,1,2,0,"R_3LbwGB5jY4v2Hi5","Cherry",0,0.8,5.591,NA,0,0,"No_AI",0
"151",18,0,1,4,5,0.6,0,1,1,1,3,1,"R_2fpUYuvpZc7hfeR","Cherry",0,1,9.285,NA,0,0,"No_AI",0
"152",25,0,0,3,1,0,0,1,0,1,2,0,"R_12fKlLECgwF0NDe","Cherry",0,1,5.113,NA,0,0,"No_AI",0
"153",22,0,0,4,4,0.2,0.2,1,1,1,3,1,"R_Y4ysrIQ1Gqgqw8h","Cherry",1,0.2,22.028,NA,0,0,"No_AI",0
"154",38,1,1,4,3,0.4,0.2,1,1,1,3,1,"R_5sEfHinUXUiuFbP","Cherry",0,1,30.177,NA,0,0,"No_AI",0
"155",32,0,0,4,4,0.4,0.2,1,1,1,3,1,"R_3kNT5kFcHFCPJhT","Cherry",0,0.4,8.837,NA,0,0,"No_AI",0
"156",54,0,1,4,2,1,0.6,1,0,1,2,0,"R_1l42OqVwnYdxJ8f","Cherry",0,1,3.989,NA,0,0,"No_AI",0
"157",31,0,0,2,4,0.6,0.4,1,1,1,3,1,"R_23fwKuhlm4g9dwA","Cherry",0,1,4.344,NA,0,0,"No_AI",0
"158",33,0,0,2,4,0.6,0.2,1,1,1,3,1,"R_272JFncaVZ9WFdK","Cherry",0,0.4,13.73,NA,0,0,"No_AI",0
"159",19,0,1,3,3,0.6,0.4,1,1,1,3,1,"R_a4Y80TR5C45yB4B","Cherry",0,0.8,4.341,NA,0,0,"No_AI",0
"160",54,1,0,5,4,0.2,0.2,1,0,1,2,0,"R_2amByEI6KR7T1AS","Cherry",0,1,8.18,NA,0,0,"No_AI",0
"161",20,0,0,4,4,0.8,0.2,1,0,1,2,0,"R_eJXJ1RugnblJow9","Cherry",0,1,20.678,NA,0,0,"No_AI",0
"162",48,1,0,2,4,0.4,0.6,1,0,1,2,0,"R_1OEaXiF6Xs42rsn","Cherry",0,0.8,2.832,NA,0,0,"No_AI",0
"163",36,0,1,2,2,0.6,0.2,1,0,1,2,0,"R_1QtQoMjy78LyoDf","Cherry",0,0.6,11.625,NA,0,0,"No_AI",0
"164",33,1,1,4,2,0.6,0.2,1,1,1,3,1,"R_307OQjs96WIEAX4","Cherry",0,1,8.924,NA,0,0,"No_AI",0
"165",46,1,0,4,3,0.2,0.2,1,1,1,3,1,"R_yUtpzqHZBZbfO5r","Cherry",0,0.6,6.907,NA,0,0,"No_AI",0
"166",38,0,0,4,3,0.6,0.6,1,1,1,3,1,"R_2SDNwJSlNDzQKI4","Cherry",0,1,17.304,NA,0,0,"No_AI",0
"167",32,1,0,4,2,1,0.6,1,0,1,2,0,"R_2ygcqvOse7AxPfH","Cherry",0,0.6,67.643,NA,0,0,"No_AI",0
"168",25,1,1,4,3,0.6,0.2,1,1,1,3,1,"R_wUgyZabqSwDA4Y9","Cherry",0,1,3.426,NA,0,0,"No_AI",0
"169",18,0,0,3,2,0.2,0,0,0,1,1,0,"R_2E4NwdSazRP4TGE","Cherry",0,0.8,14.194,NA,0,0,"No_AI",0
"170",33,0,0,3,2,0.8,0,1,0,1,2,0,"R_3Dv90Lfjh1tTgL6","Cherry",0,1,5.759,NA,0,0,"No_AI",0
"171",58,1,1,4,4,0.2,0,1,0,1,2,0,"R_tLjwQQjei5qIBMt","Cherry",0,1,9.933,NA,0,0,"No_AI",0
"172",24,1,0,4,4,0.6,0,1,1,1,3,1,"R_2dzjMKw6OPvPipm","Cherry",1,0.6,27.403,NA,0,0,"No_AI",0
"173",29,0,1,4,4,0.4,0.2,1,1,1,3,1,"R_2So8JUQIsrbVu8K","Cherry",0,0.8,16.252,NA,0,0,"No_AI",0
"174",19,0,0,4,1,0.2,0,1,1,1,3,1,"R_1Iv1VxxfEO91KYT","Cherry",1,0.6,44.45,NA,0,0,"No_AI",0
"175",18,0,1,4,2,0.4,0,0,1,1,2,0,"R_3NWFiWcxIRu5vX2","Cherry",0,1,7.434,NA,0,0,"No_AI",0
"176",32,1,1,5,4,0.6,0.6,1,0,1,2,0,"R_Qg0pW0MrwzTlZvj","Cherry",0,1,19.702,NA,0,0,"No_AI",0
