"","ResponseId","age","college","male_num","AI_trust_num","Task_diff_num","Dmn_know_a_num","Dmn_know_p_num","atn_ch","accuracy","confidence","time_taken","AI_use","AI","bar"
"278","R_1FbQTuGHERv9hNh",20,0,1,5,4,0,0,1,0.615384615384615,0.815384615384615,7.32730769230769,0.769230769230769,1,1
"279","R_1EWnWzzjUzi0F4p",41,0,1,4,4,1,1,0,0.615384615384615,0.892307692307692,11.1724615384615,0.8,1,0
"280","R_3eHLwPbxKYA02rv",21,0,0,2,4,0.6,0.2,1,0.538461538461538,0.523076923076923,7.93292307692308,0.584615384615385,1,1
"281","R_1lB0UmQ0EKn17Kt",20,0,1,5,4,0.6,0.2,1,0.615384615384615,0.6,9.52953846153846,0.738461538461538,1,1
"282","R_1Injgg4T1mfn5VB",56,1,0,4,4,0.2,0.2,0,0.307692307692308,0.569230769230769,16.0007692307692,0.307692307692308,1,0
"283","R_UrUGrUYwcUzf9n3",24,0,1,4,3,0.2,0.2,1,0.692307692307692,0.523076923076923,7.64138461538461,0.615384615384615,1,1
"284","R_x5Rs1GxD4ju4N7r",38,1,1,3,4,0.6,0.6,1,0.692307692307692,0.476923076923077,8.89784615384615,0.569230769230769,1,0
"285","R_2uOLjZoSRPwCzMO",39,0,1,5,1,0.2,0.4,1,0.538461538461538,0.830769230769231,11.1564615384615,0.8,1,0
"286","R_svqMr55RTvSq9Tb",32,1,0,4,2,0.8,0.2,1,0.615384615384615,0.707692307692308,9.08184615384615,0.523076923076923,1,1
"287","R_1JVhO3JZuxaPwDj",37,1,0,2,4,0.4,0,1,0.538461538461538,0.415384615384615,5.92961538461538,0.384615384615385,1,0
"288","R_2nq062m405bPwLn",32,0,1,4,3,0.6,0.4,1,0.692307692307692,0.692307692307692,4.25692307692308,0.615384615384615,1,0
"289","R_3hu8aeWZDOaF2xr",29,0,1,4,5,0,0,1,0.615384615384615,0.784615384615385,8.81053846153846,0.846153846153846,1,1
"290","R_1f4bLhhQdj8vfBF",34,0,1,4,3,0.2,0.2,1,0.692307692307692,0.476923076923077,5.95853846153846,0.446153846153846,1,1
"291","R_3QJiOABg22on0Wi",24,1,0,4,2,0.4,0.2,1,0.615384615384615,0.584615384615385,6.38915384615385,0.753846153846154,1,0
"292","R_tQKevyemPIwqr2p",41,1,0,4,2,0.6,0.2,1,0.615384615384615,0.676923076923077,6.59707692307692,0.861538461538461,1,0
