"","age","college","male_num","AI_trust_num","Task_diff_num","Dmn_know_a_num","Dmn_know_p_num","atn_ch1_num","atn_ch2_num","atn_ch3_num","atn_ch_sum","atn_ch","Participant","Image","accuracy","confidence","time_taken","AI_use","AI","Bar","Group","animal"
"47",27,1,0,2,4,0.4,0.2,1,1,1,3,1,"R_zVwVCcoJbKqVHyN","Barc",0,0,7.332,NA,0,0,"No_AI",1
"48",39,1,1,5,2,0.8,0.6,1,1,1,3,1,"R_PGVws6TJenVHYpr","Barc",0,0,6.071,NA,0,0,"No_AI",1
"49",20,0,1,3,4,0,0,1,1,1,3,1,"R_1FG34AxEY8JntO3","Barc",0,0.4,7.536,NA,0,0,"No_AI",1
"50",32,1,1,4,2,0.2,0,1,1,1,3,1,"R_3dTedqThDLeKo53","Barc",0,0.2,4.214,NA,0,0,"No_AI",1
"51",28,1,1,4,2,0.8,0.4,1,1,1,3,1,"R_1PS13gNhqWQkAzM","Barc",0,0.4,5.563,NA,0,0,"No_AI",1
"52",41,1,0,3,5,0.2,0,1,1,1,3,1,"R_XRFV1wd3KSh8w7L","Barc",0,0,10.888,NA,0,0,"No_AI",1
"53",57,0,0,2,4,0.2,0.4,1,0,1,2,0,"R_3D8ybG7SsU7w4jB","Barc",0,0,7.791,NA,0,0,"No_AI",1
"54",40,0,0,4,2,0.4,0.4,1,1,1,3,1,"R_tYXg6mdF9O0QPrX","Barc",0,0.4,28.683,NA,0,0,"No_AI",1
"55",28,1,1,2,4,0.6,0,1,1,1,3,1,"R_2dmOmqHlo0Qznkx","Barc",0,0.4,5.172,NA,0,0,"No_AI",1
"56",25,0,0,3,1,0.4,0,1,1,1,3,1,"R_31hMAot4jDSGS6Z","Barc",0,0.2,13.709,NA,0,0,"No_AI",1
"57",28,1,0,2,4,0.8,0.2,1,0,1,2,0,"R_3e2LsfjPy5BKRbC","Barc",0,0,13.095,NA,0,0,"No_AI",1
"58",21,0,1,4,3,0.6,0.2,1,1,1,3,1,"R_2cCNyQR8fYD8N5U","Barc",0,0,10.014,NA,0,0,"No_AI",1
"59",21,0,1,4,1,0.6,0,1,1,1,3,1,"R_yllLgeMlqTZDhLj","Barc",0,0.4,5.958,NA,0,0,"No_AI",1
"60",31,0,1,4,2,0.2,0.2,1,0,1,2,0,"R_3m2Z9IOpTigHrSU","Barc",0,0.2,6.057,NA,0,0,"No_AI",1
"61",54,1,1,4,4,0.6,0.4,1,0,1,2,0,"R_2RTYSLuS7jIV3VC","Barc",1,0.6,12.571,NA,0,0,"No_AI",1
"62",30,1,0,4,2,1,0.4,1,1,1,3,1,"R_2s7kl891Z9GBUWa","Barc",0,0.4,7.095,NA,0,0,"No_AI",1
"63",48,1,1,4,3,0.2,0,1,0,0,1,0,"R_2Y9h1b2E4GDjGlY","Barc",0,0.4,5.928,NA,0,0,"No_AI",1
"64",20,0,1,2,4,0.2,0,1,1,1,3,1,"R_2Ynup9mzbRziFag","Barc",0,0.4,9.295,NA,0,0,"No_AI",1
"65",27,1,0,2,4,0.6,0.2,0,0,1,1,0,"R_1hM6wa9kSUNH1Ep","Barc",1,0.6,9.729,NA,0,0,"No_AI",1
"66",23,0,1,3,2,0.4,0.2,1,1,1,3,1,"R_3dWI2pcrQ6pgWQW","Barc",1,0.2,8.559,NA,0,0,"No_AI",1
"67",29,1,0,4,4,0.8,0,1,1,1,3,1,"R_3O0wOumB2iXWwql","Barc",0,0,9.446,NA,0,0,"No_AI",1
"68",28,1,0,2,4,0.6,0.8,1,1,1,3,1,"R_2rBAY208NsMD2IE","Barc",0,0,8.847,NA,0,0,"No_AI",1
"69",34,1,1,3,4,0.6,0,1,1,1,3,1,"R_3Ei0VFuFY8NRNYI","Barc",0,0,7.096,NA,0,0,"No_AI",1
"70",25,1,1,2,3,0.4,0.2,1,0,1,2,0,"R_1g2sU5O3CsO3QFi","Barc",0,0.6,11.791,NA,0,0,"No_AI",1
"71",25,0,0,4,2,0.2,0.4,1,1,1,3,1,"R_3CUcOioBR7jsEmr","Barc",1,0,18.078,NA,0,0,"No_AI",1
"72",20,0,1,5,2,0.6,0.6,0,1,1,2,0,"R_2VxRm60qNqWMzvG","Barc",0,0.6,21.358,NA,0,0,"No_AI",1
"73",21,0,1,4,3,0.8,0,1,1,1,3,1,"R_1F5jopdza3Q288l","Barc",0,0,10.632,NA,0,0,"No_AI",1
"74",22,1,0,5,4,0.4,0,1,0,0,1,0,"R_1JRW0tZ4nfhwGDs","Barc",0,0,6.932,NA,0,0,"No_AI",1
"75",38,0,1,4,3,0.4,0,1,1,1,3,1,"R_b8ZWwSxP0PUf2y5","Barc",0,0,4.93,NA,0,0,"No_AI",1
"76",28,0,0,4,2,0.8,0.4,1,1,0,2,0,"R_31KpSuswjU9fRyK","Barc",0,0.2,12.261,NA,0,0,"No_AI",1
"77",20,0,1,5,4,0,0,1,1,1,3,1,"R_1FbQTuGHERv9hNh","Barc",0,0.4,6.056,NA,0,0,"No_AI",1
"78",41,0,1,4,4,1,1,1,0,1,2,0,"R_1EWnWzzjUzi0F4p","Barc",0,0.8,33.465,NA,0,0,"No_AI",1
"79",21,0,0,2,4,0.6,0.2,1,1,1,3,1,"R_3eHLwPbxKYA02rv","Barc",0,0.4,9.417,NA,0,0,"No_AI",1
"80",20,0,1,5,4,0.6,0.2,1,1,1,3,1,"R_1lB0UmQ0EKn17Kt","Barc",0,0.2,8.129,NA,0,0,"No_AI",1
"81",56,1,0,4,4,0.2,0.2,1,0,1,2,0,"R_1Injgg4T1mfn5VB","Barc",0,0.6,16.267,NA,0,0,"No_AI",1
"82",24,0,1,4,3,0.2,0.2,1,1,1,3,1,"R_UrUGrUYwcUzf9n3","Barc",0,0,7.045,NA,0,0,"No_AI",1
"83",38,1,1,3,4,0.6,0.6,1,1,1,3,1,"R_x5Rs1GxD4ju4N7r","Barc",1,0,13.273,NA,0,0,"No_AI",1
"84",39,0,1,5,1,0.2,0.4,1,1,1,3,1,"R_2uOLjZoSRPwCzMO","Barc",0,0.2,10.004,NA,0,0,"No_AI",1
"85",32,1,0,4,2,0.8,0.2,1,1,1,3,1,"R_svqMr55RTvSq9Tb","Barc",0,0.6,14.339,NA,0,0,"No_AI",1
"86",37,1,0,2,4,0.4,0,1,1,1,3,1,"R_1JVhO3JZuxaPwDj","Barc",0,0,9.44,NA,0,0,"No_AI",1
"87",32,0,1,4,3,0.6,0.4,1,1,1,3,1,"R_2nq062m405bPwLn","Barc",0,0.6,6.682,NA,0,0,"No_AI",1
"88",29,0,1,4,5,0,0,1,1,1,3,1,"R_3hu8aeWZDOaF2xr","Barc",0,0,11.205,NA,0,0,"No_AI",1
"89",34,0,1,4,3,0.2,0.2,1,1,1,3,1,"R_1f4bLhhQdj8vfBF","Barc",0,0.2,11.408,NA,0,0,"No_AI",1
"90",24,1,0,4,2,0.4,0.2,1,1,1,3,1,"R_3QJiOABg22on0Wi","Barc",0,0,7.806,NA,0,0,"No_AI",1
"91",41,1,0,4,2,0.6,0.2,1,1,1,3,1,"R_tQKevyemPIwqr2p","Barc",0,0,7.869,NA,0,0,"No_AI",1
"92",35,0,1,3,4,0.4,0,1,1,1,3,1,"R_2B8VbVp8QXPiZTJ","Barc",0,0.2,13.438,NA,0,0,"No_AI",1
"93",32,1,1,4,3,0.4,0,1,1,1,3,1,"R_1PTsrMRaxBVJ3Li","Barc",0,0.2,11.916,NA,0,0,"No_AI",1
"94",20,0,0,3,4,0.6,0.2,1,1,1,3,1,"R_2fATs8WTUoK2c5C","Barc",0,0.4,7.877,NA,0,0,"No_AI",1
"95",36,0,0,4,3,0.6,0.2,1,1,1,3,1,"R_DdTjh74QzXNHIaZ","Barc",0,0.2,4.5,NA,0,0,"No_AI",1
"96",34,1,0,2,4,0.4,0,1,1,1,3,1,"R_vITXm5mp1EtaDLP","Barc",0,0.4,10.177,NA,0,0,"No_AI",1
"97",20,0,0,4,2,0.6,0.4,1,1,1,3,1,"R_2ZNWWm7JSRn4WSU","Barc",0,0.4,7.918,NA,0,0,"No_AI",1
"98",36,0,0,5,2,0,0,1,1,0,2,0,"R_2ScxbuZLpxXGhZB","Barc",0,0.4,23.832,NA,0,0,"No_AI",1
"99",33,1,0,4,4,0.6,0,1,1,1,3,1,"R_6Yktf5yRyYQq5CV","Barc",0,0.2,8.268,NA,0,0,"No_AI",1
"100",26,1,0,2,3,1,0.2,1,0,0,1,0,"R_2cBhg2q86tKTvOY","Barc",0,0,5.634,NA,0,0,"No_AI",1
"101",20,0,0,4,4,0.8,0.2,1,1,1,3,1,"R_1fjyKx3MpvlArLz","Barc",0,1,12.718,NA,0,0,"No_AI",1
"102",20,0,0,3,4,0.4,0,1,1,1,3,1,"R_2xUXdzK9YkR2JC7","Barc",0,0,16.213,NA,0,0,"No_AI",1
"103",22,1,0,4,3,0.2,0,1,1,1,3,1,"R_2e4jjNhizs8CCEJ","Barc",0,0,7.81,NA,0,0,"No_AI",1
"104",31,1,1,4,4,0.4,0.2,1,1,1,3,1,"R_1118Q5jQdKSYqCf","Barc",0,0.2,6.054,NA,0,0,"No_AI",1
"105",19,0,1,4,3,0.8,0.4,0,0,0,0,0,"R_3G7XoU6W2Rpc07a","Barc",0,0.2,10.919,NA,0,0,"No_AI",1
"106",42,1,1,2,4,0.2,0,1,1,1,3,1,"R_1jIjvIpE80Qg7Th","Barc",0,0.4,5.387,NA,0,0,"No_AI",1
"107",46,1,0,4,4,0.2,0,1,1,1,3,1,"R_2cvH21TruCbSnrh","Barc",0,0,13.347,NA,0,0,"No_AI",1
"108",30,0,1,4,3,0.4,0,1,1,1,3,1,"R_3iybB6S0OqfYsir","Barc",0,0,8.433,NA,0,0,"No_AI",1
"109",23,0,1,5,2,0.6,0.4,1,1,1,3,1,"R_w6tKRNDOUb7NFSN","Barc",0,0.2,12.344,NA,0,0,"No_AI",1
"110",56,0,1,1,1,0.2,0,1,1,1,3,1,"R_3Pdx2J4VK1deDv2","Barc",0,0,15.442,NA,0,0,"No_AI",1
"111",18,0,1,5,2,0.4,0,1,1,1,3,1,"R_3rY7Dy21ENawstb","Barc",0,1,7.568,NA,0,0,"No_AI",1
"112",30,1,0,2,2,1,0,1,0,1,2,0,"R_3kFYnZ6hDbkfb3c","Barc",0,0.6,11.043,NA,0,0,"No_AI",1
"113",22,1,1,4,4,0.4,0,1,1,1,3,1,"R_3fv10VMtORusggP","Barc",0,0.2,51.909,NA,0,0,"No_AI",1
"114",36,1,1,2,4,0.2,0,1,1,1,3,1,"R_2tJQLagG2M6QdOa","Barc",0,0,13.291,NA,0,0,"No_AI",1
"115",27,0,0,3,4,0.6,0.4,1,0,1,2,0,"R_1OUhaHX2ruEcKJT","Barc",1,0,7.05,NA,0,0,"No_AI",1
"116",38,1,0,4,5,0.2,0,1,1,1,3,1,"R_1Q48jAD4pTY0iwE","Barc",0,0.4,6.689,NA,0,0,"No_AI",1
"117",27,1,1,4,5,0.2,0,1,1,1,3,1,"R_29ay5nG6FZMFmIO","Barc",0,0,8.479,NA,0,0,"No_AI",1
"118",20,0,0,2,2,0.6,0,1,1,1,3,1,"R_1kZXPjgdTdh1AjP","Barc",0,0.2,12.219,NA,0,0,"No_AI",1
"119",23,1,0,2,4,0.4,0,1,1,1,3,1,"R_SMYK1tVcbNmEcTL","Barc",0,0,16.835,NA,0,0,"No_AI",1
"120",36,1,1,4,4,0.4,0,1,1,1,3,1,"R_1pVVZ3s1CXu4QaD","Barc",0,0,27.489,NA,0,0,"No_AI",1
"121",18,0,0,2,4,0.2,0.4,1,1,1,3,1,"R_1gdxr3201bY7lCK","Barc",0,0.2,4.953,NA,0,0,"No_AI",1
"122",22,1,0,4,4,0.4,0.2,1,1,1,3,1,"R_3OcZLD9v026y7mT","Barc",0,0,6.948,NA,0,0,"No_AI",1
"123",18,0,1,5,4,0.4,0.4,1,1,1,3,1,"R_2DSqmhukIDHwKq0","Barc",0,1,4.14,NA,0,0,"No_AI",1
"124",31,0,0,5,4,0.2,0,1,1,1,3,1,"R_2S2MzXJuLzJTOFy","Barc",0,0,8.355,NA,0,0,"No_AI",1
"125",39,1,0,4,2,0.4,0.2,1,1,1,3,1,"R_1nOZBpHU8HVRcH4","Barc",0,0.2,5.942,NA,0,0,"No_AI",1
"126",38,1,1,4,4,0.8,0.2,1,0,0,1,0,"R_3PN5vXNaw42oN8v","Barc",1,0.8,6.369,NA,0,0,"No_AI",1
"127",21,0,0,4,3,0.2,0.2,1,1,1,3,1,"R_6s2aZB6FLy5MkCt","Barc",0,0.4,41.777,NA,0,0,"No_AI",1
"128",52,1,0,4,4,0.4,0.2,1,1,1,3,1,"R_115550r3jsDbEz3","Barc",0,0.4,16.497,NA,0,0,"No_AI",1
"129",26,1,0,4,4,0.4,0.2,1,1,1,3,1,"R_3RykCmjgM2Us0yf","Barc",0,0.4,42.325,NA,0,0,"No_AI",1
"130",36,1,1,2,2,0.6,0,0,1,1,2,0,"R_2QMz6qy0Rw9fREh","Barc",0,0.6,9.419,NA,0,0,"No_AI",1
"131",31,0,1,4,4,0.6,0.2,1,0,0,1,0,"R_2OIUJ9msNibA5yl","Barc",0,0.6,1.878,NA,0,0,"No_AI",1
"132",27,0,1,4,2,0.6,0.4,0,1,1,2,0,"R_3sdHLxIfsyO8mug","Barc",0,0.2,6.066,NA,0,0,"No_AI",1
"133",38,0,1,4,2,0.6,0.4,1,1,1,3,1,"R_2agDKb9RVaB7Fmr","Barc",0,0.2,7.163,NA,0,0,"No_AI",1
"134",51,1,0,2,4,0.4,0.2,1,1,1,3,1,"R_3ERXkInRZ4NtkC1","Barc",0,0.2,15.485,NA,0,0,"No_AI",1
"135",23,1,0,2,4,0.4,0,1,1,1,3,1,"R_wYU8Ay6n4JYZCWl","Barc",0,0,7.279,NA,0,0,"No_AI",1
"136",32,0,0,4,3,0.8,0,1,0,1,2,0,"R_3kjGeZPZPhdUmWe","Barc",0,0,11.053,NA,0,0,"No_AI",1
"137",50,0,1,5,2,1,0.6,1,0,1,2,0,"R_2YxhIfMLMuBu5Yw","Barc",1,0.2,45.254,NA,0,0,"No_AI",1
"138",55,1,1,5,5,0.2,0.2,1,0,1,2,0,"R_2ygfLUFaggmBQaK","Barc",0,0.2,8.437,NA,0,0,"No_AI",1
"139",21,1,1,4,3,0.6,0,1,1,1,3,1,"R_2TYkTN8cgPC5ukE","Barc",0,0.4,6.899,NA,0,0,"No_AI",1
"140",41,0,0,4,2,0.8,0,1,1,1,3,1,"R_p3rnbbpcsldDCsp","Barc",0,0,12.819,NA,0,0,"No_AI",1
"141",28,0,0,4,4,0.4,0,1,1,1,3,1,"R_2sdpWvbS4vVLQYY","Barc",0,0,26.185,NA,0,0,"No_AI",1
"142",31,1,0,1,4,0.8,0.6,1,1,1,3,1,"R_bCuE4HUBiyUmrmx","Barc",0,0.4,4.903,NA,0,0,"No_AI",1
"143",23,1,0,2,4,0,0,1,1,1,3,1,"R_vGrVNIqJgvPHmYp","Barc",0,0,11.815,NA,0,0,"No_AI",1
"144",42,1,0,NA,3,0.6,0.2,1,1,1,3,1,"R_9TvQFQN6JowGJbz","Barc",0,0,7.471,NA,0,0,"No_AI",1
"145",20,0,0,2,4,0.2,0.2,1,1,1,3,1,"R_2fjJvTfW1wxZm0c","Barc",0,0,18.186,NA,0,0,"No_AI",1
"146",19,0,0,4,2,0.6,0.6,1,1,1,3,1,"R_3KMw41QeLaG8F5G","Barc",0,0.2,9.232,NA,0,0,"No_AI",1
"147",28,0,0,4,4,0.4,0,1,1,1,3,1,"R_26a7Z2nt3ik3UYi","Barc",0,0,9.559,NA,0,0,"No_AI",1
"148",22,0,0,4,2,0.4,0.6,1,1,1,3,1,"R_3IbpMYJLNBPTLlE","Barc",0,0,10.417,NA,0,0,"No_AI",1
"149",29,1,0,4,2,0.2,0,1,1,1,3,1,"R_3hEMc65WpXlRZpg","Barc",0,0,13.913,NA,0,0,"No_AI",1
"150",46,1,1,4,4,0.4,0,1,0,1,2,0,"R_3LbwGB5jY4v2Hi5","Barc",1,0,9.393,NA,0,0,"No_AI",1
"151",18,0,1,4,5,0.6,0,1,1,1,3,1,"R_2fpUYuvpZc7hfeR","Barc",0,0.2,8.14,NA,0,0,"No_AI",1
"152",25,0,0,3,1,0,0,1,0,1,2,0,"R_12fKlLECgwF0NDe","Barc",1,0.2,9.127,NA,0,0,"No_AI",1
"153",22,0,0,4,4,0.2,0.2,1,1,1,3,1,"R_Y4ysrIQ1Gqgqw8h","Barc",0,0.2,22.447,NA,0,0,"No_AI",1
"154",38,1,1,4,3,0.4,0.2,1,1,1,3,1,"R_5sEfHinUXUiuFbP","Barc",0,0,11.498,NA,0,0,"No_AI",1
"155",32,0,0,4,4,0.4,0.2,1,1,1,3,1,"R_3kNT5kFcHFCPJhT","Barc",0,0.4,25.326,NA,0,0,"No_AI",1
"156",54,0,1,4,2,1,0.6,1,0,1,2,0,"R_1l42OqVwnYdxJ8f","Barc",0,0.6,31.618,NA,0,0,"No_AI",1
"157",31,0,0,2,4,0.6,0.4,1,1,1,3,1,"R_23fwKuhlm4g9dwA","Barc",0,0.4,56.71,NA,0,0,"No_AI",1
"158",33,0,0,2,4,0.6,0.2,1,1,1,3,1,"R_272JFncaVZ9WFdK","Barc",0,0.2,8.211,NA,0,0,"No_AI",1
"159",19,0,1,3,3,0.6,0.4,1,1,1,3,1,"R_a4Y80TR5C45yB4B","Barc",0,0.2,78.286,NA,0,0,"No_AI",1
"160",54,1,0,5,4,0.2,0.2,1,0,1,2,0,"R_2amByEI6KR7T1AS","Barc",0,0.2,6.628,NA,0,0,"No_AI",1
"161",20,0,0,4,4,0.8,0.2,1,0,1,2,0,"R_eJXJ1RugnblJow9","Barc",0,0.6,21.655,NA,0,0,"No_AI",1
"162",48,1,0,2,4,0.4,0.6,1,0,1,2,0,"R_1OEaXiF6Xs42rsn","Barc",1,0.2,9.778,NA,0,0,"No_AI",1
"163",36,0,1,2,2,0.6,0.2,1,0,1,2,0,"R_1QtQoMjy78LyoDf","Barc",0,0.4,8.299,NA,0,0,"No_AI",1
"164",33,1,1,4,2,0.6,0.2,1,1,1,3,1,"R_307OQjs96WIEAX4","Barc",0,0.4,17.266,NA,0,0,"No_AI",1
"165",46,1,0,4,3,0.2,0.2,1,1,1,3,1,"R_yUtpzqHZBZbfO5r","Barc",1,0,15.65,NA,0,0,"No_AI",1
"166",38,0,0,4,3,0.6,0.6,1,1,1,3,1,"R_2SDNwJSlNDzQKI4","Barc",1,0.2,22.029,NA,0,0,"No_AI",1
"167",32,1,0,4,2,1,0.6,1,0,1,2,0,"R_2ygcqvOse7AxPfH","Barc",0,1,110.023,NA,0,0,"No_AI",1
"168",25,1,1,4,3,0.6,0.2,1,1,1,3,1,"R_wUgyZabqSwDA4Y9","Barc",0,0,4.85,NA,0,0,"No_AI",1
"169",18,0,0,3,2,0.2,0,0,0,1,1,0,"R_2E4NwdSazRP4TGE","Barc",0,0.2,7.427,NA,0,0,"No_AI",1
"170",33,0,0,3,2,0.8,0,1,0,1,2,0,"R_3Dv90Lfjh1tTgL6","Barc",0,0.2,16.055,NA,0,0,"No_AI",1
"171",58,1,1,4,4,0.2,0,1,0,1,2,0,"R_tLjwQQjei5qIBMt","Barc",0,0.2,14.082,NA,0,0,"No_AI",1
"172",24,1,0,4,4,0.6,0,1,1,1,3,1,"R_2dzjMKw6OPvPipm","Barc",0,0,17.278,NA,0,0,"No_AI",1
"173",29,0,1,4,4,0.4,0.2,1,1,1,3,1,"R_2So8JUQIsrbVu8K","Barc",0,0,19.9,NA,0,0,"No_AI",1
"174",19,0,0,4,1,0.2,0,1,1,1,3,1,"R_1Iv1VxxfEO91KYT","Barc",0,0.4,3.868,NA,0,0,"No_AI",1
"175",18,0,1,4,2,0.4,0,0,1,1,2,0,"R_3NWFiWcxIRu5vX2","Barc",0,0.4,14.806,NA,0,0,"No_AI",1
"176",32,1,1,5,4,0.6,0.6,1,0,1,2,0,"R_Qg0pW0MrwzTlZvj","Barc",0,0.4,75.693,NA,0,0,"No_AI",1
"177",32,1,1,5,4,0.6,0.6,1,0,1,2,0,"R_1BY4TZBPcDxBXCI","Barc",1,1,46.742,NA,0,0,"No_AI",1
